"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4310","Webサイトを開きログインする","","Tue Nov 25 06:16:14 UTC 2025","passed","Tue Nov 25 06:16:18 UTC 2025","","スモークテスト","",""
